buy_date,sell_date,ticker,regime_at_buy,buy_price,sell_price,profit_pct
2015-03-16,2015-04-01,012330,BULL,252000.0,242946.42857142855,-3.59268707482994
2015-03-16,2015-04-02,066570,BULL,59600.0,57812.0,-3.0
2015-04-02,2015-04-21,009150,BULL,74600.0,70892.85714285714,-4.969360398314819
2015-02-12,2015-05-06,005930,BEAR,26880.0,27158.894026360544,1.037552181400832
2015-05-06,2015-05-12,010950,BULL,73800.0,69372.0,-6.0
2015-04-01,2015-05-15,051910,BULL,225000.0,269976.1904761905,19.989417989417987
2015-04-01,2015-05-15,004020,BULL,73700.0,75483.15565031982,2.419478494328118
2015-04-21,2015-05-18,096770,BULL,114138.0,108921.6,-4.570257057246486
2015-03-13,2015-06-01,000810,BULL,252000.0,290174.10714285716,15.148455215419506
2015-05-15,2015-06-04,015760,NEUTRAL,46800.0,44800.0,-4.273504273504273
2015-05-15,2015-06-04,010950,NEUTRAL,66700.0,63630.0,-4.602698650674663
2015-06-04,2015-06-08,024110,NEUTRAL,13850.0,13250.0,-4.332129963898916
2015-05-12,2015-06-12,033780,BULL,95800.0,93921.39501938563,-1.9609655330003872
2015-06-08,2015-06-15,015760,NEUTRAL,44800.0,42962.5,-4.1015625
2015-06-15,2015-06-22,033780,NEUTRAL,93700.0,91220.60527519438,-2.646098959237589
2015-06-04,2015-06-29,004020,NEUTRAL,70100.0,66864.28571428571,-4.615854901161612
2015-06-12,2015-07-06,096770,NEUTRAL,120534.0,113153.0,-6.123583387260026
2015-05-18,2015-07-07,010130,NEUTRAL,500000.0,516900.0,3.38
2015-06-01,2015-07-07,051910,NEUTRAL,250500.0,265363.2378100941,5.933428267502629
2015-06-22,2015-07-08,000810,NEUTRAL,295000.0,290000.0,-1.694915254237288
2015-07-01,2015-07-09,017670,BULL,42703.0,42789.0,0.20139100297402995
2015-07-06,2015-07-09,023530,NEUTRAL,217290.0,208203.42857142858,-4.181771562691067
2015-07-07,2015-07-09,096770,NEUTRAL,111678.0,104977.31999999999,-6.000000000000007
2015-07-07,2015-07-17,024110,NEUTRAL,13700.0,13094.642857142857,-4.418665276329512
2015-07-13,2015-07-21,000810,BULL,288000.0,279160.71428571426,-3.0691964285714373
2015-07-10,2015-07-23,010130,BEAR,510000.0,482678.5714285714,-5.3571428571428585
2015-07-10,2015-07-23,096770,BEAR,107250.0,100815.0,-6.0
2015-07-10,2015-07-24,051910,BEAR,259000.0,267500.0,3.2818532818532815
2015-07-17,2015-07-24,015760,BULL,49050.0,48800.0,-0.509683995922528
2015-07-21,2015-07-28,033780,BULL,99100.0,103500.0,4.439959636730576
2015-07-23,2015-07-30,023530,NEUTRAL,209497.0,230336.19999999998,9.947254614624544
2015-07-27,2015-08-03,010130,BEAR,490000.0,480867.3469387755,-1.8638067471886728
2015-07-23,2015-08-04,030200,NEUTRAL,29200.0,30555.0,4.640410958904109
2015-09-08,2015-09-17,015760,BEAR,46300.0,47875.161987041036,3.402077725790574
2015-09-23,2015-09-30,023530,BEAR,263132.0,253505.0,-3.658620008208808
2015-09-10,2015-10-07,033780,BEAR,107500.0,108887.04318936876,1.2902727342965243
2015-10-02,2015-10-12,023530,BEAR,249379.0,245711.0,-1.4708536003432526
2015-10-13,2015-10-16,023530,BEAR,245712.0,233235.9642857143,-5.0775036279407235
2015-10-14,2015-10-22,033780,BEAR,110000.0,109851.78571428571,-0.13474025974026352
2015-10-14,2015-10-22,005380,BEAR,163000.0,159057.5153374233,-2.418702246979567
2015-10-14,2015-10-30,030200,BEAR,30400.0,29488.0,-3.0
2015-10-30,2015-11-03,017670,BULL,41581.0,40240.642857142855,-3.223484627250776
2015-10-22,2015-11-09,023530,BEAR,220957.0,208186.32142857145,-5.77971214825896
2015-10-16,2015-11-10,009150,BULL,64200.0,62500.0,-2.64797507788162
2015-11-03,2015-11-10,030200,BULL,29250.0,28760.5,-1.6735042735042733
2015-10-08,2015-11-11,000270,BEAR,52500.0,57213.91836734694,8.978892128279883
2015-11-09,2015-11-11,055550,BULL,44000.0,42467.857142857145,-3.4821428571428523
2015-10-23,2015-11-13,012330,BULL,237500.0,248500.0,4.631578947368421
2015-11-18,2015-11-27,005380,BEAR,158000.0,151464.2857142857,-4.136528028933094
2015-11-11,2015-11-30,009150,BEAR,63900.0,69665.68298680976,9.022978070124815
2015-11-11,2015-11-30,015760,BEAR,50700.0,49658.42490842491,-2.054388740779271
2015-11-18,2015-11-30,010950,BEAR,70300.0,74787.0,6.382645803698435
2015-11-11,2015-12-01,030200,BEAR,29000.0,30066.271551724138,3.676798454221165
2015-12-01,2015-12-03,010950,NEUTRAL,76100.0,72628.57142857142,-4.561666979538213
2015-11-27,2015-12-04,000270,NEUTRAL,53700.0,54200.0,0.931098696461825
2015-11-30,2015-12-07,055550,BEAR,41450.0,40691.5,-1.8299155609167672
2015-11-30,2015-12-07,000810,BEAR,306500.0,305065.0,-0.468189233278956
2015-12-01,2015-12-08,096770,NEUTRAL,126929.0,124469.0,-1.9380913739177021
2015-12-07,2015-12-09,012330,BEAR,238500.0,230500.0,-3.3542976939203357
2015-12-03,2015-12-10,051910,BEAR,315500.0,307452.7960153951,-2.5506193295102744
2015-12-07,2015-12-10,066570,BEAR,52400.0,49957.14285714286,-4.661941112322782
2015-12-04,2015-12-11,009150,BEAR,66800.0,69840.0,4.550898203592815
2015-12-08,2015-12-18,005930,BEAR,25240.0,25300.0,0.2377179080824089
2015-12-16,2015-12-23,009150,BEAR,68500.0,65971.42857142857,-3.6913451511991746
2015-12-16,2015-12-28,066570,BEAR,51700.0,52818.22326609561,2.16290767136481
2015-12-21,2015-12-28,051910,BEAR,332000.0,333195.0,0.35993975903614456
2015-12-21,2015-12-29,012330,BEAR,249000.0,246380.0,-1.0522088353413654
2015-12-21,2015-12-29,005930,BEAR,25600.0,25220.0,-1.484375
2015-12-23,2015-12-30,010950,NEUTRAL,80700.0,79491.50292087095,-1.4975180658352594
2015-12-28,2016-01-04,096770,BEAR,129389.0,126799.6323246732,-2.001227055875533
2015-12-28,2016-01-04,009150,BEAR,63000.0,62234.69387755102,-1.2147716229348877
2015-12-29,2016-01-05,066570,BEAR,52400.0,52100.0,-0.5725190839694656
2015-12-30,2016-01-05,012330,BEAR,246500.0,234000.0,-5.070993914807302
2016-01-04,2016-01-11,010950,BEAR,78000.0,76746.43772893773,-1.6071311167465
2016-01-22,2016-01-26,051910,BEAR,303500.0,286196.4285714286,-5.701341492115789
2016-02-02,2016-02-11,010950,BEAR,79700.0,81158.89944434486,1.8304886378229122
2016-02-05,2016-02-16,012330,BEAR,246000.0,246920.368757259,0.37413364116220055
2016-02-23,2016-03-02,012330,BEAR,258500.0,256000.0,-0.9671179883945842
2016-02-02,2016-03-03,066570,BEAR,56900.0,63552.585990459454,11.69171527321521
2016-03-10,2016-03-14,005490,BULL,218500.0,209071.42857142858,-4.315135665250078
2016-03-04,2016-03-31,000810,BEAR,306000.0,290732.14285714284,-4.989495798319333
2016-03-09,2016-04-01,012330,BEAR,252500.0,242482.14285714287,-3.9674681753889627
2016-02-22,2016-04-05,010950,BEAR,79200.0,92700.0,17.045454545454543
2016-03-10,2016-04-05,015760,BULL,58000.0,58400.0,0.6896551724137931
2016-03-14,2016-04-05,096770,BULL,154480.0,157431.0,1.9102796478508544
2016-04-06,2016-04-15,010950,BULL,94900.0,91471.42857142858,-3.6128255306337413
2016-04-06,2016-04-18,096770,BULL,166287.0,158908.0,-4.43750864469261
2016-04-05,2016-04-26,066570,BEAR,62700.0,60439.28571428572,-3.6056049213943906
2016-04-01,2016-04-28,005490,BULL,213500.0,234337.5710940114,9.759986460895266
2016-04-15,2016-04-28,004020,BULL,61000.0,60158.89929742389,-1.3788536107805023
2016-04-26,2016-05-04,010950,BULL,87500.0,83310.71428571429,-4.787755102040812
2016-03-31,2016-05-09,023530,BULL,230126.0,233793.0,1.5934748789793416
2016-04-28,2016-05-09,066570,NEUTRAL,58200.0,56001.95139911635,-3.77671580907844
2016-04-28,2016-05-09,096770,NEUTRAL,154480.0,145783.32142857142,-5.6296469260930735
2016-05-04,2016-05-13,004020,BULL,57200.0,53782.142857142855,-5.975274725274729
2016-04-18,2016-05-16,015760,BULL,59000.0,60750.21186440678,2.966460787130138
2016-05-09,2016-05-19,005490,NEUTRAL,208500.0,203000.0,-2.6378896882494005
2016-05-09,2016-05-19,010950,NEUTRAL,81700.0,85169.43521594684,4.246554731881077
2016-05-09,2016-05-20,055550,NEUTRAL,39550.0,39624.5,0.18836915297092288
2016-05-13,2016-05-20,096770,NEUTRAL,151036.0,145624.0,-3.583251675097328
2016-05-16,2016-05-24,004020,NEUTRAL,53100.0,51031.6384180791,-3.8952195516401145
2016-05-20,2016-06-02,030200,BEAR,31550.0,31519.040072447362,-0.09812972282928038
2016-05-24,2016-06-02,015760,BEAR,59600.0,59488.99209012464,-0.18625488234121326
2016-05-19,2016-06-16,033780,BEAR,126000.0,126000.0,0.0
2016-05-20,2016-06-16,005490,BEAR,203000.0,208500.0,2.70935960591133
2016-06-02,2016-06-16,066570,NEUTRAL,54500.0,54600.0,0.1834862385321101
2016-05-19,2016-06-17,012330,BEAR,242500.0,258020.0,6.4
2016-06-02,2016-06-24,005930,NEUTRAL,27300.0,28130.0,3.04029304029304
2016-06-23,2016-06-24,015760,BULL,58500.0,56614.28571428572,-3.223443223443218
2016-06-23,2016-06-24,012330,BULL,264500.0,253464.2857142857,-4.172292735619769
2016-06-23,2016-07-06,033780,BULL,126000.0,133000.0,5.555555555555555
2016-06-23,2016-07-06,017670,BULL,36233.0,36734.87,1.385118538349026
2016-06-28,2016-07-06,005930,BEAR,27980.0,28691.63,2.543352394567552
2016-06-29,2016-07-06,010130,NEUTRAL,502000.0,524770.0,4.535856573705179
2016-06-29,2016-07-06,012330,NEUTRAL,258500.0,251538.33932025422,-2.6930989089925643
2016-07-07,2016-07-13,033780,NEUTRAL,132500.0,126982.14285714286,-4.164420485175204
2016-07-07,2016-07-25,010130,NEUTRAL,537000.0,514392.8571428571,-4.2098962490024014
2016-07-25,2016-08-12,033780,BULL,122000.0,116750.0,-4.30327868852459
2016-08-12,2016-09-02,015760,BULL,59200.0,56960.71428571428,-3.782577220077225
2016-07-07,2016-09-09,017670,NEUTRAL,37009.0,38216.0,3.261368856224162
2016-07-07,2016-09-09,005930,NEUTRAL,29000.0,31948.38103448276,10.166831153388834
2016-09-02,2016-09-09,004020,BULL,51500.0,52740.60332871012,2.4089385023497547
2016-07-07,2016-09-12,012330,NEUTRAL,252500.0,278658.1329561527,10.359656616298109
2016-07-13,2016-09-12,030200,BULL,30700.0,31750.0,3.420195439739414
2016-09-19,2016-10-06,012330,NEUTRAL,287000.0,273285.71428571426,-4.778496764559491
2016-09-19,2016-10-11,005930,NEUTRAL,31160.0,31613.47652668256,1.4553161960287542
2016-10-11,2016-10-19,012330,NEUTRAL,274500.0,262232.14285714284,-4.469164715066361
2016-09-19,2016-10-31,009150,NEUTRAL,48750.0,48200.0,-1.1282051282051282
2016-09-19,2016-10-31,005490,NEUTRAL,220000.0,234000.0,6.363636363636363
2016-10-06,2016-10-31,024110,BULL,11800.0,13000.0,10.16949152542373
2016-10-19,2016-11-01,055550,BULL,44050.0,43650.0,-0.9080590238365494
2016-09-19,2016-11-07,030200,NEUTRAL,31250.0,32592.0,4.2944
2016-11-07,2016-11-09,005490,BEAR,244000.0,235964.2857142857,-3.293325526932086
2016-11-07,2016-11-09,055550,BEAR,43400.0,42044.642857142855,-3.1229427254772926
2016-11-08,2016-11-09,005930,BEAR,32880.0,31893.6,-3.0000000000000044
2016-11-07,2016-11-14,024110,BEAR,13000.0,13386.0,2.9692307692307693
2016-11-07,2016-11-15,000810,BEAR,285500.0,296820.0,3.9649737302977233
2016-11-09,2016-11-16,096770,BEAR,150052.0,155571.51,3.6783981553061667
2016-11-14,2016-11-21,023530,BEAR,212247.0,208992.32,-1.5334398130480023
2016-11-16,2016-11-24,030200,BEAR,31000.0,30312.5,-2.217741935483871
2016-11-11,2016-11-28,017670,BEAR,37699.0,38241.28,1.43844664314703
2016-11-18,2016-11-28,024110,BEAR,13050.0,13143.5,0.7164750957854407
2016-11-17,2016-11-30,010950,BEAR,82500.0,84005.16883116883,1.8244470680834353
2016-11-21,2016-11-30,000810,BEAR,296500.0,295850.0,-0.21922428330522764
2016-11-24,2016-12-01,096770,BEAR,155464.0,151355.29310414538,-2.6428670919663815
2016-11-28,2016-12-02,023530,BEAR,199412.0,191455.14285714287,-3.990159640772436
2016-11-28,2016-12-05,055550,BEAR,43650.0,43407.5,-0.5555555555555556
2016-12-05,2016-12-08,010950,BEAR,86500.0,83489.28571428571,-3.4805945499587168
2016-12-02,2016-12-21,000810,BEAR,286000.0,274857.14285714284,-3.8961038961039023
2016-12-02,2016-12-29,024110,BEAR,13350.0,12949.5,-3.0
2016-12-02,2017-01-05,005490,BEAR,253000.0,249600.1552795031,-1.3438121424888982
2016-12-29,2017-01-31,010950,BULL,84700.0,82159.0,-3.0
2016-12-21,2017-02-13,005930,BULL,36100.0,37740.0,4.542936288088643
2016-12-05,2017-03-02,023530,BEAR,191619.0,203982.64601705913,6.452202556666682
2016-12-08,2017-04-03,004020,BULL,55300.0,57374.94187548437,3.7521552902068205
2017-02-13,2017-04-05,005380,NEUTRAL,139500.0,149329.4930875576,7.0462316039839505
2017-01-05,2017-04-10,024110,BULL,12400.0,12029.896313364055,-2.9847071502898754
2017-01-31,2017-04-10,055550,BULL,45900.0,46190.52287581699,0.6329474418670819
2017-03-02,2017-04-11,010950,BULL,87900.0,94000.0,6.939704209328783
2017-04-03,2017-04-11,017670,BULL,43824.0,42067.92857142857,-4.007099827882958
2017-04-17,2017-04-19,005380,NEUTRAL,144000.0,138000.0,-4.166666666666666
2017-04-10,2017-05-08,005490,BULL,272500.0,255500.0,-6.238532110091743
2017-04-17,2017-05-08,017670,NEUTRAL,41840.0,40388.75,-3.4685707456978965
2017-04-05,2017-06-08,096770,BULL,160876.0,154971.0,-3.6705288545214945
2017-05-08,2017-06-28,066570,BULL,77000.0,78509.09090909091,1.9598583234946905
2017-06-08,2017-06-29,010950,BULL,96300.0,92539.28571428571,-3.905206942590125
2017-04-19,2017-06-30,009150,NEUTRAL,68200.0,99096.77419354838,45.30318796707974
2017-04-10,2017-07-07,051910,BULL,281000.0,288500.0,2.6690391459074734
2017-05-08,2017-07-07,023530,BULL,238377.0,267543.57235537464,12.235480921135276
2017-07-07,2017-08-03,033780,NEUTRAL,114000.0,113000.0,-0.8771929824561403
2017-06-29,2017-08-08,030200,BULL,32450.0,33887.13955535989,4.428781372449591
2017-08-03,2017-08-09,005930,NEUTRAL,47780.0,46260.71428571428,-3.179752436763745
2017-06-28,2017-08-10,000810,BULL,278000.0,294167.3625385406,5.815598035446266
2017-06-30,2017-08-10,024110,BULL,14250.0,15095.238095238094,5.9314954051796045
2017-07-07,2017-08-11,055550,NEUTRAL,48900.0,53017.25460122699,8.419743560791387
2017-08-08,2017-08-11,096770,NEUTRAL,174159.0,166779.0,-4.237507105575939
2017-08-09,2017-08-11,017670,NEUTRAL,47361.0,45253.71428571428,-4.449411360160718
2017-08-14,2017-08-21,055550,NEUTRAL,53500.0,51432.142857142855,-3.8651535380507385
2017-08-14,2017-08-24,030200,NEUTRAL,32900.0,31913.0,-3.0
2017-08-24,2017-08-31,017670,NEUTRAL,45463.0,43697.28571428572,-3.883849032651349
2017-08-21,2017-09-04,024110,NEUTRAL,15000.0,14450.0,-3.6666666666666665
2017-08-31,2017-09-05,055550,NEUTRAL,52000.0,50210.71428571429,-3.4409340659340577
2017-08-14,2017-09-06,004020,NEUTRAL,58700.0,56042.857142857145,-4.526648819664148
2017-09-05,2017-09-07,005490,NEUTRAL,342500.0,329642.85714285716,-3.7539103232533844
2017-08-14,2017-10-26,010130,NEUTRAL,482000.0,489405.6757557795,1.536447252236409
2017-10-26,2017-11-15,096770,BULL,200234.0,191958.82142857145,-4.13275396357689
2017-09-04,2017-11-28,017670,NEUTRAL,42789.0,44693.613565569256,4.451175689007119
2017-09-06,2017-11-28,055550,NEUTRAL,48000.0,47600.0,-0.8333333333333334
2017-08-14,2017-12-07,051910,NEUTRAL,343500.0,397653.15034310665,15.765109270191166
2017-11-28,2017-12-12,096770,NEUTRAL,203186.0,195016.25,-4.020823285068853
2017-11-28,2017-12-21,066570,NEUTRAL,91800.0,102500.0,11.655773420479303
2017-12-07,2017-12-21,009150,NEUTRAL,99000.0,100005.1948051948,1.015348288075554
2017-09-07,2017-12-27,024110,NEUTRAL,14300.0,16700.0,16.783216783216783
2017-11-16,2017-12-27,010950,BULL,121000.0,120000.0,-0.8264462809917356
2017-12-21,2017-12-27,033780,BEAR,120500.0,115000.0,-4.564315352697095
2017-12-28,2018-01-03,033780,NEUTRAL,115500.0,111428.57142857142,-3.5250463821892466
2017-12-21,2018-01-04,012330,BEAR,259000.0,251730.69498069497,-2.8066814746351465
2018-01-04,2018-01-05,033780,NEUTRAL,112000.0,108196.42857142857,-3.396045918367353
2018-01-03,2018-01-08,066570,BULL,109500.0,103542.85714285714,-5.440313111545986
2018-01-08,2018-02-02,033780,BULL,108500.0,104535.71428571429,-3.65371955233706
2017-12-12,2018-02-05,051910,NEUTRAL,390000.0,392500.0,0.641025641025641
2017-12-27,2018-02-05,005490,BEAR,334500.0,376937.8603459321,12.686953765600023
2017-12-28,2018-02-05,017670,NEUTRAL,46067.0,45031.0,-2.2488983437167605
2018-01-05,2018-02-05,012330,NEUTRAL,246500.0,254000.0,3.0425963488843815
2018-02-14,2018-02-21,005490,BEAR,363500.0,358067.8915307526,-1.4943902253775545
2018-02-14,2018-02-21,066570,BEAR,97200.0,100844.65020576131,3.7496401293840647
2018-02-14,2018-03-02,005380,BEAR,154500.0,157724.91909385115,2.087326274337311
2018-02-19,2018-03-02,024110,BEAR,16800.0,16732.5,-0.40178571428571425
2018-02-22,2018-03-02,005490,BEAR,359500.0,363500.0,1.1126564673157162
2018-02-22,2018-03-02,055550,BEAR,47750.0,47433.0,-0.6638743455497382
2018-02-26,2018-03-05,000270,BEAR,34200.0,33150.0,-3.070175438596491
2018-03-05,2018-03-19,005380,BEAR,153000.0,152500.0,-0.32679738562091504
2018-03-07,2018-03-19,005490,BEAR,347500.0,345500.0,-0.5755395683453237
2018-03-12,2018-03-19,000270,BULL,32850.0,31961.5,-2.7047184170471845
2018-03-05,2018-03-23,000810,BEAR,281500.0,278875.0,-0.9325044404973356
2018-03-12,2018-03-23,033780,BULL,98600.0,98800.0,0.2028397565922921
2018-03-20,2018-03-27,005380,BULL,152500.0,150000.0,-1.639344262295082
2018-03-20,2018-03-27,066570,BULL,110000.0,111065.0,0.9681818181818183
2018-03-20,2018-03-28,055550,BULL,45050.0,44959.5,-0.2008879023307436
2018-03-26,2018-03-29,000810,BEAR,276500.0,268205.0,-3.0
2018-03-30,2018-04-04,066570,BEAR,109500.0,104517.85714285714,-4.549902152641877
2018-04-05,2018-04-12,066570,BEAR,105000.0,106500.0,1.4285714285714286
2018-04-16,2018-04-23,066570,BEAR,104500.0,107358.16814764183,2.7350891364993597
2018-04-19,2018-04-25,096770,NEUTRAL,194822.0,187074.07142857142,-3.9769269237707134
2018-04-19,2018-04-25,010950,NEUTRAL,116000.0,112142.85714285714,-3.3251231527093577
2018-04-19,2018-04-26,023530,NEUTRAL,256500.0,258990.0,0.9707602339181286
2018-04-19,2018-04-26,005380,NEUTRAL,158000.0,160535.0,1.6044303797468356
2018-04-27,2018-05-03,023530,BULL,256000.0,243250.0,-4.98046875
2018-04-27,2018-05-03,009150,BULL,121500.0,114210.0,-6.0
2018-04-26,2018-05-04,066570,BEAR,101000.0,100693.95332390383,-0.30301651098630866
2018-04-26,2018-05-04,096770,BEAR,191378.0,199952.88999999998,4.480603831161359
2018-04-27,2018-05-09,033780,BULL,98200.0,96224.0,-2.0122199592668024
2018-05-03,2018-05-10,010130,BULL,434000.0,429500.0,-1.0368663594470047
2018-05-04,2018-05-15,023530,BEAR,242500.0,236500.0,-2.4742268041237114
2018-05-11,2018-05-16,005380,BULL,153000.0,146357.14285714287,-4.341736694677863
2018-05-08,2018-05-17,009150,BEAR,116000.0,120743.84236453201,4.089519279768978
2018-05-11,2018-05-18,015760,BULL,35750.0,36100.0,0.9790209790209791
2018-05-03,2018-05-24,055550,BULL,47600.0,46996.5,-1.2678571428571428
2018-05-17,2018-05-24,023530,BEAR,231500.0,224500.0,-3.023758099352052
2018-05-18,2018-05-30,009150,BEAR,120000.0,126146.42857142858,5.122023809523816
2018-05-23,2018-05-30,005930,NEUTRAL,51800.0,50350.0,-2.799227799227799
2018-05-25,2018-06-08,023530,BEAR,217000.0,220708.3607636603,1.7089220109033694
2018-06-04,2018-06-14,005930,BEAR,51100.0,49000.0,-4.10958904109589
2018-06-07,2018-06-14,009150,BULL,145000.0,144265.76354679803,-0.5063699677254972
2018-06-11,2018-06-14,004020,BULL,62400.0,58656.0,-6.0
2018-05-28,2018-06-19,030200,BULL,27250.0,27984.5,2.695412844036697
2018-05-28,2018-06-19,096770,BULL,200234.0,207121.0,3.4394758132984404
2018-06-15,2018-06-22,004020,BEAR,57300.0,54900.0,-4.18848167539267
2018-07-02,2018-07-12,096770,BEAR,184982.0,185158.44999999998,0.09538765933981821
2018-07-20,2018-07-27,033780,BEAR,109000.0,106700.0,-2.1100917431192663
2018-07-30,2018-08-01,033780,BEAR,109500.0,106215.0,-3.0
2018-08-01,2018-08-08,009150,BEAR,155500.0,152721.97978870003,-1.786508174469433
2018-08-02,2018-08-16,033780,BEAR,104000.0,106000.0,1.9230769230769231
2018-08-08,2018-08-17,017670,BEAR,43479.0,44433.76,2.195910669518623
2018-08-08,2018-08-21,030200,BEAR,28700.0,28421.0,-0.9721254355400697
2018-08-14,2018-08-21,009150,BEAR,140000.0,135000.0,-3.571428571428571
2018-08-20,2018-08-29,033780,BEAR,105000.0,102820.0,-2.0761904761904764
2018-08-22,2018-09-07,009150,BEAR,146000.0,156975.17123287672,7.517240570463504
2018-09-03,2018-09-10,010950,BEAR,121000.0,118500.0,-2.066115702479339
2018-09-03,2018-09-13,000810,BEAR,264000.0,258990.0,-1.8977272727272727
2018-08-28,2018-09-19,017670,BEAR,45205.0,47027.54,4.031722154628914
2018-09-18,2018-09-27,009150,BEAR,151500.0,145500.0,-3.9603960396039604
2018-08-22,2018-10-05,030200,BEAR,28150.0,29488.0,4.753108348134991
2018-09-28,2018-10-05,009150,BEAR,139000.0,137118.19116135663,-1.3538193083765226
2018-10-01,2018-10-11,017670,BEAR,47534.0,47948.07,0.8711027895821932
2018-10-17,2018-10-22,000270,BEAR,30800.0,29107.142857142855,-5.49628942486086
2018-10-17,2018-10-26,030200,BEAR,29500.0,29342.5,-0.5338983050847458
2018-11-01,2018-11-09,010950,BEAR,119000.0,115425.0,-3.004201680672269
2018-11-06,2018-11-13,017670,BEAR,45291.0,45512.604453108,0.48929026320460345
2018-11-06,2018-11-13,096770,BEAR,202202.0,193346.0,-4.37977863720438
2018-11-02,2018-11-16,000810,BEAR,277000.0,280317.8184631253,1.1977683982401894
2018-11-14,2018-11-21,096770,BEAR,190394.0,195759.9305969276,2.8183296726407283
2018-11-01,2018-11-26,030200,BEAR,28650.0,29400.0,2.6178010471204187
2018-11-14,2018-11-26,017670,BEAR,46585.0,48112.64973397323,3.2792738735069884
2018-11-22,2018-11-28,000810,BEAR,283500.0,273482.14285714284,-3.533635676492825
2018-12-05,2018-12-07,023530,BEAR,218500.0,209071.42857142858,-4.315135665250078
2018-11-30,2018-12-10,000810,BEAR,272500.0,269660.0,-1.0422018348623854
2018-12-06,2018-12-17,010130,BEAR,437000.0,446200.0,2.1052631578947367
2018-12-14,2018-12-18,017670,BEAR,48310.0,46535.392857142855,-3.6733743383505377
2018-12-12,2018-12-19,000810,BEAR,271500.0,271115.0,-0.141804788213628
2018-12-10,2018-12-20,023530,BEAR,214000.0,218725.96795727636,2.2083962417179235
2018-12-04,2018-12-26,030200,BEAR,30050.0,30312.5,0.8735440931780365
2018-12-28,2019-01-02,023530,BEAR,211000.0,202910.7142857143,-3.833784698713607
2018-12-28,2019-01-08,017670,BEAR,46499.0,47100.632922981444,1.2938620679615553
2019-01-02,2019-01-09,010130,BEAR,424000.0,446000.0,5.188679245283019
2019-01-03,2019-01-10,023530,BEAR,202000.0,200790.0,-0.599009900990099
2019-01-07,2019-01-10,030200,BEAR,30450.0,29536.5,-3.0
2019-01-11,2019-01-16,010130,BEAR,448000.0,425928.5714285714,-4.926658163265308
2019-01-11,2019-01-17,023530,BEAR,205000.0,196482.14285714284,-4.15505226480837
2019-01-14,2019-01-21,015760,BEAR,34700.0,33450.0,-3.602305475504323
2019-01-11,2019-02-13,030200,BEAR,29300.0,28421.0,-3.0
2019-01-25,2019-03-05,010950,BULL,99400.0,100500.0,1.1066398390342052
2019-01-28,2019-03-05,024110,BULL,13850.0,13850.0,0.0
2019-02-13,2019-03-07,000810,BULL,290000.0,292543.1034482759,0.8769322235434083
2019-01-22,2019-03-08,015760,BEAR,32650.0,34700.0,6.278713629402756
2019-01-22,2019-03-08,010130,BEAR,429000.0,451000.0,5.128205128205128
2019-03-05,2019-03-14,005380,NEUTRAL,121500.0,120089.06525573191,-1.1612631640066569
2019-03-05,2019-03-14,012330,NEUTRAL,210000.0,200854.1666666667,-4.355158730158721
